"Computador","Usuario","IP","Sistema Operacional","Versao do Defender","versao de Engenharia do Defender","Versao de servico do Defender","Estado Defender","Estado Antivirus","Ultima atualizacao (Antivirus)","Analise de Comportamento","Estado Spyware","Ultima atualizacao (Spyware)","Estado NIS","Ultima atualizacao (NIS)","Estado Protecao em Tempo Real","Ultima atualizacao no OS","Ultima atualizacao de seguranca","Lista de HotFix"
"IAMR3GN3","LUCA","Ethernet: 192.168.1.12; Wi-Fi: 192.168.1.11; ","Microsoft Windows 10 Home Single Language","4.18.2101.9","1.1.17800.5","4.18.2101.9","Habilitado","Habilitado","01/03/2021 11:50:58","Habilitado","Habilitado","01/03/2021 11:50:58","Habilitado","01/03/2021 11:50:58","Habilitado","25/02/2021 00:00:00","11/02/2021 00:00:00","KB4566785, KB4561600, KB4570334, KB4577266, KB4580325, KB4586864, KB4562830, KB4593175, KB4598481, KB4601319, KB4601554, KB4577586"
